OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,Order Quantity,Discount Applied,Unit Price,Unit Cost,Customer Names,Product Name,Sales Team,City Name,Population,Household Income,Median Income,State,Unit Profit
SO - 000217,Online,WARE-UHY1004,2018-04-10,2018-06-14,2018-06-26,2018-07-05,USD,3,0.15,1809.0,1302.48,"Elorac, Corp",Dining Furniture,Anthony Berry,Minneapolis,410939,168385,51480,Minnesota,506.52
SO - 000218,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-14,2018-06-29,2018-07-03,USD,8,0.075,857.6,514.56,Prasco Group,Ornaments,Donald Reynolds,Nashville,678889,248677,41759,Tennessee,343.0400000000001
SO - 000219,In-Store,WARE-XYS1001,2017-12-31,2018-06-14,2018-06-30,2018-07-07,USD,6,0.05,1748.7,1101.681,Apollo Ltd,Wine Storage,George Lewis,Gilbert,247542,73617,82424,Arizona,647.019
SO - 000220,Wholesale,WARE-NBV1002,2017-12-31,2018-06-14,2018-06-16,2018-06-17,USD,1,0.075,1266.3,582.498,Winthrop ,Serveware,Carlos Miller,Santa Rosa,174972,64088,61050,California,683.8019999999999
SO - 000221,In-Store,WARE-XYS1001,2017-12-31,2018-06-14,2018-06-16,2018-06-22,USD,5,0.1,5058.5,3591.535,S.S.S. Group,Baseball,Jerry Green,Downey,114219,32738,62897,California,1466.9650000000001
SO - 000222,Distributor,WARE-XYS1001,2018-04-10,2018-06-14,2018-06-28,2018-07-06,USD,7,0.05,958.1,795.223,Ascend Ltd,Computers,Joe Price,Garden Grove,175393,46998,58449,California,162.87700000000007
SO - 000223,Online,WARE-NMK1003,2017-12-31,2018-06-14,2018-07-10,2018-07-14,USD,8,0.15,1802.3,756.966,Niconovum Corp,Photo Frames,Nicholas Cunningham,Hollywood,149728,55823,46791,Florida,1045.3339999999998
SO - 000224,In-Store,WARE-XYS1001,2018-04-10,2018-06-15,2018-07-07,2018-07-16,USD,4,0.075,6298.0,4534.5599999999995,Pure Group,Vases,Chris Armstrong,Los Angeles,3971883,1342761,50205,California,1763.4400000000005
SO - 000225,Online,WARE-XYS1001,2017-12-31,2018-06-15,2018-07-02,2018-07-06,USD,1,0.1,2499.1,1824.3429999999998,Dharma Ltd,Wall Coverings,Shawn Wallace,Birmingham,212461,89972,31061,Alabama,674.7570000000001
SO - 000226,In-Store,WARE-NMK1003,2018-04-10,2018-06-15,2018-06-19,2018-06-23,USD,3,0.1,871.0,705.51,Procter Corp,Accessories,George Lewis,Wichita,389965,150683,45947,Kansas,165.49
SO - 000227,In-Store,WARE-UHY1004,2017-12-31,2018-06-15,2018-07-12,2018-07-18,USD,1,0.05,750.4,360.19199999999995,OHTA'S Corp,Bathroom Furniture,Adam Hernandez,Edison,102701,35198,90515,New Jersey,390.208
SO - 000228,Wholesale,WARE-NMK1003,2018-04-10,2018-06-15,2018-06-23,2018-06-27,USD,8,0.075,763.8000000000001,504.10800000000006,Ohio ,Mirrors,Shawn Torres,Louisville,760026,0,0,Kentucky,259.692
SO - 000229,In-Store,WARE-PUJ1005,2017-12-31,2018-06-15,2018-06-26,2018-07-02,USD,6,0.1,844.2,565.614,Bare ,TV and video,Stephen Payne,Memphis,655770,249775,36445,Tennessee,278.586
SO - 000230,In-Store,WARE-XYS1001,2018-04-10,2018-06-15,2018-07-05,2018-07-14,USD,7,0.05,261.3,112.35900000000001,"PEDIFIX, Corp",Wreaths,Keith Griffin,Elk Grove,166913,49316,79487,California,148.941
SO - 000231,Online,WARE-NBV1002,2017-12-31,2018-06-15,2018-07-06,2018-07-16,USD,2,0.05,3999.9,2359.941,Niconovum Corp,Outdoor Decor,Nicholas Cunningham,San Francisco,864816,353287,81294,California,1639.9590000000003
SO - 000232,In-Store,WARE-UHY1004,2017-12-31,2018-06-15,2018-06-25,2018-07-03,USD,6,0.05,1112.2,811.9060000000001,OHTA'S Corp,Basketball,Chris Armstrong,Enterprise,124564,43699,68137,Nevada,300.294
SO - 000233,In-Store,WARE-NMK1003,2018-04-10,2018-06-15,2018-06-26,2018-07-04,USD,2,0.075,2633.1,1843.1699999999998,Eminence Corp,Photo Frames,Jonathan Hawkins,Naperville (Township),102708,37133,88282,Illinois,789.9300000000001
SO - 000234,Distributor,WARE-NMK1003,2017-12-31,2018-06-15,2018-07-09,2018-07-13,USD,6,0.2,1018.4,631.408,Medsep Group,Serveware,Joe Price,Pompano Beach,107762,41422,41321,Florida,386.99199999999996
SO - 000235,In-Store,WARE-XYS1001,2018-04-10,2018-06-15,2018-06-27,2018-06-30,USD,4,0.15,5219.3,3444.7380000000003,Burt's Corp,Floral,Adam Hernandez,Orange,140992,42680,78513,California,1774.562
SO - 000236,Distributor,WARE-UHY1004,2018-04-10,2018-06-15,2018-07-13,2018-07-20,USD,1,0.15,3999.9,2359.941,Apollo Ltd,Candles,Samuel Fowler,Babylon (Town),213776,68789,80327,New York,1639.9590000000003
SO - 000237,Online,WARE-MKL1006,2018-04-10,2018-06-16,2018-06-27,2018-07-01,USD,5,0.4,1721.9,1084.797,Sundial ,TV and video,Anthony Torres,The Woodlands,102911,38114,109917,Texas,637.1030000000001
SO - 000238,In-Store,WARE-NMK1003,2017-12-31,2018-06-16,2018-07-05,2018-07-12,USD,6,0.15,737.0,456.94,New Ltd,Platters,Jonathan Hawkins,Olathe,134305,45742,77335,Kansas,280.06
SO - 000239,Online,WARE-XYS1001,2018-04-10,2018-06-16,2018-07-07,2018-07-15,USD,3,0.05,1219.4,695.058,WakeFern ,Rugs,Nicholas Cunningham,Escondido,151451,45041,50899,California,524.3420000000001
SO - 000240,In-Store,WARE-PUJ1005,2017-12-31,2018-06-16,2018-07-12,2018-07-17,USD,8,0.05,891.1,712.8800000000001,Eminence Corp,Collectibles,Keith Griffin,Cincinnati,298550,133039,33604,Ohio,178.2199999999999
SO - 000241,In-Store,WARE-NMK1003,2018-04-10,2018-06-16,2018-07-14,2018-07-18,USD,1,0.15,978.2,743.432,Dharma Ltd,Baseball,Shawn Cook,Davenport,102582,41100,47343,Iowa,234.76800000000003
SO - 000242,In-Store,WARE-NMK1003,2018-04-10,2018-06-16,2018-07-01,2018-07-10,USD,1,0.15,3946.3,1657.446,Niconovum Corp,Furniture Cushions,Joshua Little,Peoria,115070,47239,45552,Illinois,2288.8540000000003
SO - 000243,In-Store,WARE-NMK1003,2018-04-10,2018-06-16,2018-07-05,2018-07-06,USD,2,0.4,1299.8,922.858,Wuxi Group,Wardrobes,Jerry Green,Calumet,100453,39770,31332,Indiana,376.942
SO - 000244,Online,WARE-NBV1002,2018-04-10,2018-06-17,2018-07-14,2018-07-24,USD,4,0.05,5815.6,2791.4880000000003,Ohio ,Dining Furniture,Nicholas Cunningham,Santa Maria,105093,27365,50433,California,3024.112
SO - 000245,In-Store,WARE-NMK1003,2018-04-10,2018-06-17,2018-07-08,2018-07-10,USD,6,0.15,1092.1000000000001,655.2600000000001,"Exact-Rx, Corp",Accessories,Jerry Green,Hollywood,149728,55823,46791,Florida,436.84000000000003
SO - 000246,Distributor,WARE-XYS1001,2018-04-10,2018-06-17,2018-07-10,2018-07-17,USD,6,0.15,1072.0,643.1999999999999,Llorens Ltd,Basketball,Roy Rice,Fremont,232206,72684,105355,California,428.80000000000007
SO - 000247,Online,WARE-UHY1004,2018-04-10,2018-06-17,2018-07-08,2018-07-09,USD,5,0.05,4020.0,2653.2000000000003,OUR Ltd,Stemware,Frank Brown,Sterling Heights,132052,49444,60089,Michigan,1366.7999999999997
SO - 000248,Online,WARE-NBV1002,2018-04-10,2018-06-17,2018-07-10,2018-07-15,USD,4,0.15,984.9,669.7320000000001,AuroMedics Corp,Dining Furniture,Anthony Torres,Richmond,109708,36973,55102,California,315.1679999999999
SO - 000249,Distributor,WARE-MKL1006,2018-04-10,2018-06-17,2018-07-02,2018-07-04,USD,7,0.05,227.8,100.232,Sundial ,Dinnerware,Samuel Fowler,The Woodlands,102911,38114,109917,Texas,127.56800000000001
SO - 000250,In-Store,WARE-XYS1001,2017-12-31,2018-06-17,2018-06-23,2018-06-26,USD,3,0.15,3993.2000000000003,3314.356,Pure Group,Table Linens,Jerry Green,Fremont,232206,72684,105355,California,678.844
SO - 000251,Online,WARE-NMK1003,2017-12-31,2018-06-17,2018-06-29,2018-07-08,USD,4,0.075,221.1,185.724,Prasco Group,Candles,Carl Nguyen,Lyons (Township),112890,39769,66065,Illinois,35.376000000000005
SO - 000252,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-04,2018-07-14,USD,6,0.075,3356.7000000000003,2819.628,Ohio ,Festive,Carl Nguyen,Thornton,133451,42679,66948,Colorado,537.0720000000001
SO - 000253,In-Store,WARE-PUJ1005,2017-12-31,2018-06-18,2018-07-09,2018-07-15,USD,1,0.05,1701.8,1157.2240000000002,Amylin Group,Dining Furniture,Adam Hernandez,Garland,236897,74912,51970,Texas,544.5759999999998
SO - 000254,In-Store,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-08,2018-07-09,USD,3,0.15,2566.1,2181.185,Ei ,Cocktail Glasses,Jerry Green,The Bronx,1455444,523690,34299,New York,384.91499999999996
SO - 000255,In-Store,WARE-NMK1003,2017-12-31,2018-06-18,2018-06-22,2018-06-26,USD,4,0.05,221.1,126.02699999999999,Capweld ,Bathroom Furniture,Joshua Bennett,Thornton,133451,42679,66948,Colorado,95.07300000000001
SO - 000256,In-Store,WARE-UHY1004,2018-04-10,2018-06-18,2018-06-30,2018-07-05,USD,1,0.1,1782.2,980.2100000000002,Dharma Ltd,Serveware,Stephen Payne,Albuquerque,559121,222098,47030,New Mexico,801.9899999999999
SO - 000257,Distributor,WARE-NMK1003,2017-12-31,2018-06-18,2018-07-15,2018-07-16,USD,8,0.05,2003.3,801.32,Weimei Corp,Table Linens,Roy Rice,Denver,682545,275795,53637,Colorado,1201.98
SO - 000258,Distributor,WARE-XYS1001,2017-12-31,2018-06-18,2018-07-09,2018-07-16,USD,5,0.075,2385.2000000000003,1502.6760000000002,Dharma Ltd,Bathroom Furniture,Anthony Torres,Escondido,151451,45041,50899,California,882.5240000000001
SO - 000259,Online,WARE-XYS1001,2018-04-10,2018-06-18,2018-07-11,2018-07-17,USD,1,0.1,2231.1,1784.88,Capweld ,Floral,Todd Roberts,Scottsdale,236839,102424,73288,Arizona,446.2199999999998
SO - 000260,In-Store,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-02,2018-07-07,USD,1,0.05,1005.0,412.04999999999995,Mylan Corp,Table Linens,Jonathan Hawkins,Fort Lauderdale,178590,73446,50778,Florida,592.95
SO - 000261,Distributor,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-12,2018-07-19,USD,7,0.05,2693.4,1939.248,Medline ,Rugs,Douglas Tucker,Hillsboro,102347,35284,67757,Oregon,754.152
SO - 000262,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-10,2018-07-11,USD,4,0.075,1105.5,652.245,Uriel Group,Clocks,Frank Brown,Stamford (Town),128874,46974,79359,Connecticut,453.255
SO - 000263,Online,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-10,2018-07-17,USD,1,0.075,1909.5,1088.415,Prasco Group,Floor Lamps,Frank Brown,Visalia,130104,41730,52157,California,821.085
SO - 000264,Distributor,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-21,2018-06-26,USD,7,0.2,1118.9,850.364,Amylin Group,Wardrobes,Samuel Fowler,Thornton (Township),169468,62380,41024,Illinois,268.53600000000006
SO - 000265,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-28,2018-07-03,USD,7,0.2,1038.5,758.105,Nipro ,Cocktail Glasses,Joshua Little,Colorado Springs,456568,174441,54527,Colorado,280.395
SO - 000266,In-Store,WARE-NMK1003,2017-12-31,2018-06-19,2018-06-28,2018-07-04,USD,6,0.05,6324.8,4300.8640000000005,Qualitest ,Vanities,Adam Hernandez,Miami,441003,157347,31051,Florida,2023.9359999999997
SO - 000267,In-Store,WARE-XYS1001,2017-12-31,2018-06-19,2018-06-27,2018-07-01,USD,7,0.2,1005.0,502.5,"3LAB, Ltd",Baseball,Jerry Green,Antioch,110542,33718,64329,California,502.5
SO - 000268,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-07-14,2018-07-17,USD,5,0.075,1293.1000000000001,659.4810000000001,Rochester Ltd,Photo Frames,Jerry Green,Wheeling (Township),155286,59425,73977,Illinois,633.619
SO - 000269,In-Store,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-16,2018-07-26,USD,6,0.4,844.2,540.288,Medsep Group,Clocks,Adam Hernandez,Santa Clarita,182371,59247,83554,California,303.91200000000003
SO - 000270,In-Store,WARE-PUJ1005,2018-04-10,2018-06-19,2018-07-07,2018-07-14,USD,4,0.05,247.9,195.841,Wuxi Group,Cookware,Joshua Bennett,El Paso,681124,220682,42772,Texas,52.059
SO - 000271,Distributor,WARE-UHY1004,2017-12-31,2018-06-19,2018-06-26,2018-06-28,USD,7,0.3,174.20000000000002,139.36,Medline ,Floral,Samuel Fowler,Sterling Heights,132052,49444,60089,Michigan,34.84
SO - 000272,In-Store,WARE-PUJ1005,2018-04-10,2018-06-20,2018-07-11,2018-07-17,USD,6,0.1,1025.1000000000001,707.3190000000001,S.S.S. Group,Dining Furniture,Keith Griffin,Akron,197542,83684,34512,Ohio,317.78100000000006
SO - 000273,Distributor,WARE-MKL1006,2017-12-31,2018-06-20,2018-07-01,2018-07-06,USD,3,0.15,3068.6,2301.45,Qualitest ,Accessories,Samuel Fowler,The Woodlands,102911,38114,109917,Texas,767.1500000000001
SO - 000274,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-07-09,2018-07-11,USD,2,0.075,241.20000000000002,115.77600000000001,Winthrop ,Table Lamps,Anthony Berry,Hollywood,149728,55823,46791,Florida,125.424
SO - 000275,In-Store,WARE-NMK1003,2018-04-10,2018-06-20,2018-07-12,2018-07-17,USD,1,0.2,174.20000000000002,139.36,Burt's Corp,Audio,Joshua Little,Louisville,760026,0,0,Kentucky,34.84
SO - 000276,In-Store,WARE-XYS1001,2017-12-31,2018-06-20,2018-07-03,2018-07-13,USD,2,0.2,2505.8,1804.1760000000002,21st Ltd,Platters,Jerry Green,El Cajon,103679,32564,45925,California,701.624
SO - 000277,Distributor,WARE-UHY1004,2017-12-31,2018-06-20,2018-07-17,2018-07-20,USD,7,0.15,2599.6,1637.748,Amylin Group,Candleholders,Patrick Graham,Greensboro,285342,114080,41628,North Carolina,961.8519999999999
SO - 000278,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-06-24,2018-06-28,USD,6,0.15,2278.0,1503.48,Ascend Ltd,Phones,Shawn Wallace,Aurora,200661,61449,63090,Illinois,774.52
SO - 000279,Distributor,WARE-MKL1006,2018-04-10,2018-06-21,2018-07-13,2018-07-21,USD,2,0.075,1092.1000000000001,589.7340000000002,Uriel Group,TV and video,Roy Rice,Newport News,182385,69073,50077,Virginia,502.366
SO - 000280,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-04,2018-07-07,USD,5,0.2,1139.0,933.9799999999999,Select ,Dinnerware,Patrick Graham,Inglewood,111666,36667,42044,California,205.0200000000001
SO - 000281,In-Store,WARE-MKL1006,2017-12-31,2018-06-21,2018-07-02,2018-07-10,USD,2,0.15,1675.0,1072.0,Ei ,Audio,Chris Armstrong,San Angelo,100450,36409,44802,Texas,603.0
SO - 000282,Wholesale,WARE-UHY1004,2018-04-10,2018-06-21,2018-06-29,2018-07-02,USD,2,0.05,1011.7,687.9560000000001,Weimei Corp,Candles,Donald Reynolds,Billings,110263,44092,51012,Montana,323.7439999999999
SO - 000283,Wholesale,WARE-NMK1003,2018-04-10,2018-06-21,2018-07-16,2018-07-21,USD,7,0.1,938.0,412.72,Apollo Ltd,Sculptures,Shawn Torres,Miramar,137132,38474,65282,Florida,525.28
SO - 000284,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-16,2018-07-26,USD,8,0.05,2566.1,1052.1009999999999,"Fenwal, Corp",Photo Frames,Carlos Miller,Ontario,171214,47375,54114,California,1513.999
SO - 000285,Distributor,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-16,2018-07-24,USD,5,0.1,871.0,374.53,ETUDE Ltd,Outdoor Decor,Roy Rice,Thornton (Township),169468,62380,41024,Illinois,496.47
SO - 000286,In-Store,WARE-NBV1002,2018-04-10,2018-06-22,2018-07-17,2018-07-21,USD,1,0.1,2485.7000000000003,1789.7040000000002,ETUDE Ltd,Basketball,Keith Griffin,Sunnyvale,151754,55094,105401,California,695.9960000000001
SO - 000287,In-Store,WARE-MKL1006,2018-04-10,2018-06-22,2018-07-13,2018-07-17,USD,4,0.4,2345.0,1922.8999999999999,Select ,Collectibles,Adam Hernandez,Green Bay,105207,42308,42826,Wisconsin,422.10000000000014
SO - 000288,Online,WARE-XYS1001,2018-04-10,2018-06-22,2018-07-12,2018-07-21,USD,2,0.05,1118.9,749.6630000000001,Qualitest ,Wreaths,Roger Alexander,Los Angeles,3971883,1342761,50205,California,369.23699999999997
SO - 000289,In-Store,WARE-XYS1001,2018-04-10,2018-06-22,2018-06-25,2018-07-02,USD,4,0.1,1996.6000000000001,1397.6200000000001,Burt's Corp,Bean Bags,Joshua Little,Phoenix,1563025,525610,47326,Arizona,598.98
SO - 000290,In-Store,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-10,2018-07-20,USD,1,0.075,710.2,390.61000000000007,"PEDIFIX, Corp",Floor Lamps,Joshua Little,Miami Gardens,113187,31003,38253,Florida,319.59
SO - 000291,Online,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-15,2018-07-22,USD,4,0.05,3979.8,1790.91,"PEDIFIX, Corp",Table Linens,Todd Roberts,Baton Rouge,228590,88476,39876,Louisiana,2188.8900000000003
SO - 000292,In-Store,WARE-MKL1006,2017-12-31,2018-06-22,2018-07-11,2018-07-13,USD,3,0.075,1025.1000000000001,440.79300000000006,Ei ,Phones,George Lewis,San Angelo,100450,36409,44802,Texas,584.307
SO - 000293,In-Store,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-04,2018-07-09,USD,7,0.2,2519.2000000000003,1309.9840000000002,"Elorac, Corp",Baseball,Jerry Green,Wichita,389965,150683,45947,Kansas,1209.2160000000001
SO - 000294,Online,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-18,2018-07-25,USD,7,0.05,5031.7,3471.8729999999996,O.E. Ltd,Photo Frames,Roger Alexander,Boise City,218281,86916,50323,Idaho,1559.8270000000002
SO - 000295,Online,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-01,2018-07-04,USD,1,0.1,1829.1000000000001,768.222,Wuxi Group,Sculptures,Nicholas Cunningham,Beaumont,118129,46193,40992,Texas,1060.8780000000002
SO - 000296,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-16,2018-07-22,USD,5,0.075,1072.0,900.48,"Apotheca, Ltd",TV and video,Stephen Payne,Memphis,655770,249775,36445,Tennessee,171.51999999999998
SO - 000297,In-Store,WARE-UHY1004,2018-04-10,2018-06-23,2018-07-08,2018-07-14,USD,1,0.2,2539.3,1828.296,Apollo Ltd,Vases,Stephen Payne,Woodbridge (Township),102105,33375,79720,New Jersey,711.0040000000001
SO - 000298,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-11,2018-07-18,USD,1,0.075,3899.4,2027.688,Burt's Corp,Collectibles,Joshua Little,Islip,336113,101387,86864,New York,1871.712
SO - 000299,In-Store,WARE-MKL1006,2018-04-10,2018-06-24,2018-06-27,2018-06-30,USD,3,0.2,5045.1,3380.2170000000006,Ascend Ltd,Platters,Stephen Payne,Madison,248951,104087,54896,Wisconsin,1664.8829999999998
SO - 000300,Online,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-14,2018-07-15,USD,8,0.05,1005.0,522.6,Ascend Ltd,Mirrors,Nicholas Cunningham,Lehigh Acres,106747,31831,40226,Florida,482.4
SO - 000301,Wholesale,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-10,2018-07-17,USD,7,0.1,2438.8,1219.4,Pacific Ltd,Audio,Shawn Torres,Center,147837,59947,27572,Indiana,1219.4
SO - 000302,In-Store,WARE-NMK1003,2018-04-10,2018-06-25,2018-07-10,2018-07-13,USD,4,0.3,3336.6,2035.3259999999998,U.S. Ltd,Wall Frames,Joshua Little,Aurora (Township),148308,44798,49797,Illinois,1301.2740000000001
SO - 000303,In-Store,WARE-UHY1004,2018-04-10,2018-06-25,2018-07-14,2018-07-15,USD,4,0.15,1098.8,857.064,Ascend Ltd,TV and video,Adam Hernandez,Spring Valley,183937,70748,50192,Nevada,241.736
SO - 000304,Online,WARE-NBV1002,2018-04-10,2018-06-25,2018-07-18,2018-07-21,USD,2,0.075,1902.8,970.428,Procter Corp,Bar Tools,Nicholas Cunningham,Sacramento,490712,178185,50739,California,932.372
SO - 000305,Online,WARE-NMK1003,2017-12-31,2018-06-25,2018-07-05,2018-07-13,USD,4,0.075,3477.3,2190.699,OHTA'S Corp,Outdoor Decor,Frank Brown,Chicago,2720546,1035436,48522,Illinois,1286.601
SO - 000306,Wholesale,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-13,2018-07-17,USD,1,0.1,2599.6,1481.772,O.E. Ltd,Blankets,Donald Reynolds,Louisville,760026,0,0,Kentucky,1117.828
SO - 000307,Online,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-20,2018-07-22,USD,1,0.075,1078.7,506.989,Avon Corp,Dinnerware,Carl Nguyen,North Charleston,108304,37597,39543,South Carolina,571.711
SO - 000308,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-15,2018-07-19,USD,5,0.2,1045.2,533.052,Capweld ,Candleholders,Frank Brown,Lexington-Fayette,314488,125752,49778,Kentucky,512.148
SO - 000309,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-19,2018-07-22,USD,2,0.05,1125.6000000000001,787.9200000000001,Ohio ,Cookware,Roger Alexander,Downers Grove (Township),149401,56956,81535,Illinois,337.68000000000006
SO - 000310,In-Store,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-16,2018-07-18,USD,8,0.05,1105.5,762.795,Linde ,Wine Storage,Adam Hernandez,North,157105,58240,44334,Indiana,342.70500000000004
SO - 000311,Online,WARE-NBV1002,2017-12-31,2018-06-26,2018-07-24,2018-08-03,USD,1,0.1,2606.3,1668.0320000000002,Sundial ,Sculptures,Shawn Wallace,Torrance,148475,55377,79549,California,938.268
SO - 000312,Distributor,WARE-UHY1004,2018-04-10,2018-06-26,2018-07-01,2018-07-11,USD,8,0.075,227.8,95.676,Weimei Corp,TV and video,Joe Price,Billings,110263,44092,51012,Montana,132.12400000000002
SO - 000313,Distributor,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-20,2018-07-24,USD,7,0.05,167.5,123.95,Amylin Group,Pendants,Joe Price,York,125730,47997,76285,Illinois,43.55
SO - 000314,In-Store,WARE-UHY1004,2017-12-31,2018-06-26,2018-07-08,2018-07-11,USD,3,0.1,1145.7,538.479,Ohio ,Stemware,Shawn Cook,Enterprise,124564,43699,68137,Nevada,607.221
SO - 000315,In-Store,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-12,2018-07-13,USD,7,0.075,2599.6,2157.6679999999997,AuroMedics Corp,Clocks,Chris Armstrong,Laredo,255473,66308,39711,Texas,441.93200000000024
SO - 000316,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-09,2018-07-17,USD,1,0.05,3939.6,1969.8,Linde ,Basketball,Roy Rice,Tallahassee,189907,74388,39681,Florida,1969.8
SO - 000317,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-21,USD,8,0.075,2881.0,1584.5500000000002,Eminence Corp,Platters,Keith Griffin,Waterbury (Town),108802,40213,40467,Connecticut,1296.4499999999998
SO - 000318,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-04,2018-07-06,USD,2,0.05,3852.5,2003.3000000000002,Capweld ,Festive,Jerry Green,New Haven (Town),130322,49771,37192,Connecticut,1849.1999999999998
SO - 000319,Wholesale,WARE-XYS1001,2018-04-10,2018-06-27,2018-07-04,2018-07-10,USD,2,0.05,1139.0,546.72,"Fenwal, Corp",Bean Bags,Shawn Torres,Orange,140992,42680,78513,California,592.28
SO - 000320,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-06,2018-07-09,USD,4,0.05,2519.2000000000003,2040.5520000000004,New Ltd,TV and video,Douglas Tucker,Olathe,134305,45742,77335,Kansas,478.6479999999999
SO - 000321,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-18,2018-07-23,USD,1,0.15,1192.6000000000001,703.634,Trigen ,Bean Bags,Joshua Ryan,Temecula,112011,32835,79925,California,488.9660000000001
SO - 000322,In-Store,WARE-UHY1004,2018-04-10,2018-06-27,2018-06-29,2018-07-09,USD,5,0.075,2412.0,1013.04,Eminence Corp,Mirrors,Stephen Payne,Grand Rapids,195097,73026,40355,Michigan,1398.96
SO - 000323,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-22,USD,7,0.05,2479.0,2057.5699999999997,"PEDIFIX, Corp",Audio,Joshua Ryan,Spring Hill,100270,39038,41308,Florida,421.4300000000003
SO - 000324,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-13,2018-07-14,USD,7,0.1,1956.4,1330.352,21st Ltd,Table Linens,Donald Reynolds,Grand Prairie,187809,59196,56475,Texas,626.048
SO - 000325,Online,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-05,2018-07-14,USD,5,0.3,1078.7,722.729,ETUDE Ltd,Bean Bags,Roger Alexander,Springfield,116565,50575,49868,Illinois,355.971
SO - 000326,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-12,2018-07-22,USD,1,0.075,1212.7,945.9060000000001,Capweld ,Candles,Joshua Bennett,San Diego,1394928,485091,66116,California,266.794
